,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
11191,006462.OF,信达澳银新起点C,信达澳亚基金,交通银行,混合型,20181008,20220303,,,,,0.6,0.1,,1.0,,,沪深300指数收益率*50%+上证国债指数收益率*50%,D,灵活配置型,契约型开放式,,20181128,20181128,O
11192,005826.OF,华夏潜龙精选,华夏基金,中国银行,股票型,20180927,,,20180827,,2.3382,1.5,0.25,,1.0,0.001,,MSCI中国A股在岸指数收益率*60%+经汇率调整的恒生指数收益率*30%+上证国债指数收益率*10%,L,股票型,契约型开放式,,20181105,20181105,O
11193,512850.SH,北京50ETF,中信建投基金,招商银行,股票型,20180927,20201210,20181109,20180702,20210219,2.7953,0.6,0.1,,1.0,0.1,,中证北京50指数收益率,D,被动指数型,契约型开放式,,20181109,20181109,E
11194,006223.OF,交银创新成长,交银施罗德基金,中信银行,混合型,20180927,,,20180813,,3.6424,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+恒生指数收益率*30%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20181101,20181101,O
11195,005603.OF,嘉实新添康A,嘉实基金,中国银行,混合型,20180927,20210105,,20180702,,2.0722,0.8,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合财富指数收益率*50%,D,灵活配置型,契约型开放式,,20190927,20190927,O
11196,512860.SH,MSCI中国ETF,华安基金,中国农业银行,股票型,20180927,20210309,20181026,20180801,20210430,3.2163,0.5,0.1,,1.0,0.1,,MSCI中国A股国际指数收益率(经汇率调整),D,被动指数型,契约型开放式,,20181026,20181026,E
11197,006410.OF,富国中债-1-3年国开债C,富国基金,中国光大银行,债券型,20180927,,,20180919,,0.0002,0.2,0.05,,1.0,0.001,,中债-1-3年国开行债券指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20181029,20181029,O
11198,005604.OF,嘉实新添康C,嘉实基金,中国银行,混合型,20180927,20210105,,20180702,,0.0596,0.8,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合财富指数收益率*50%,D,灵活配置型,契约型开放式,,20190927,20190927,O
11199,006409.OF,富国中债-1-3年国开债A,富国基金,中国光大银行,债券型,20180927,,,20180919,,2.2504,0.2,0.05,,1.0,0.001,,中债-1-3年国开行债券指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20181029,20181029,O
11200,005655.OF,诺安浙享定期开放,诺安基金,浙商银行,债券型,20180927,,,20180925,,2.1,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20181227,20181227,O
11201,006243.OF,中银双息回报A,中银基金,招商银行,混合型,20180927,,,20180903,,8.8274,1.5,0.25,,1.0,0.01,,中债综合财富指数收益率*50%+中证红利全收益指数收益率*40%+恒生中国企业指数收益率*10%,L,混合型,契约型开放式,,20181029,20181029,O
11202,006225.OF,人保量化基本面A,人保资产,中国工商银行,混合型,20180927,,,20180827,,0.5404,1.5,0.25,,1.0,0.001,,中证800指数收益率*75%+中债综合全价指数收益率*20%+商业银行活期存款利率*5%,L,混合型,契约型开放式,,20181029,20181029,O
11203,168601.OF,汇安裕阳三年定期开放,汇安基金,中国光大银行,混合型,20180927,,,20180808,,2.1433,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,混合型,契约型开放式,,20210927,20210927,O
11204,006226.OF,人保量化基本面C,人保资产,中国工商银行,混合型,20180927,,,20180827,,1.8587,1.5,0.25,,1.0,0.001,,中证800指数收益率*75%+中债综合全价指数收益率*20%+商业银行活期存款利率*5%,L,混合型,契约型开放式,,20181029,20181029,O
11205,005272.OF,安信恒利增强C,安信基金,中国银行,债券型,20180926,,,20180813,,1.2677,0.7,0.2,,1.0,0.001,,中债总指数(全价)收益率*80%+沪深300指数收益率*20%,L,债券型,契约型开放式,,20181026,20181026,O
11206,006237.OF,永赢嘉益,永赢基金,中国农业银行,债券型,20180926,,,20180730,,2.0001,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20181015,20181015,O
11207,000798.OF,民生加银家盈季度,民生加银基金,包商银行,债券型,20180926,20210128,,20180926,,,0.25,0.05,,1.0,,,同期3个月银行定期存款利率(税后)+利差,D,债券型,契约型开放式,,20180926,20180926,O
11208,005853.OF,财通聚利纯债,财通基金,江苏银行,债券型,20180926,,,20180920,,2.0363,0.3,0.1,,1.0,0.0001,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20180927,20181031,O
11209,671030.OF,西部利得事件驱动,西部利得基金,中国建设银行,股票型,20180926,,,20180719,,2.3274,1.2,0.2,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20181026,20181026,O
11210,005898.OF,浦银安盛盛泽定开,浦银安盛基金,浙商银行,债券型,20180926,,,20180918,,5.1,0.3,0.1,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,20181226,20181226,O
11211,006368.OF,交银裕祥纯债C,交银施罗德基金,江苏银行,债券型,20180926,,,20180917,,,0.3,0.1,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20181029,20181029,O
11212,006367.OF,交银裕祥纯债A,交银施罗德基金,江苏银行,债券型,20180926,,,20180917,,2.0006,0.3,0.1,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20181029,20181029,O
11213,005271.OF,安信恒利增强A,安信基金,中国银行,债券型,20180926,,,20180813,,1.1528,0.7,0.2,,1.0,0.001,,中债总指数(全价)收益率*80%+沪深300指数收益率*20%,L,债券型,契约型开放式,,20181026,20181026,O
11214,005752.OF,金鹰添盛定开,金鹰基金,浙商银行,债券型,20180926,,,20180906,,10.1,0.3,0.1,,1.0,,,中债综合(全价)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20181226,20181226,O
11215,006470.OF,工银瑞信目标收益一年A,工银瑞信基金,浦发银行,债券型,20180925,,,,,,1.0,0.2,,1.0,,,加权平均后的一年期银行定期存款利率(R)(税后)+1.0%,L,债券型,契约型开放式,,20180925,20180925,O
11216,006471.OF,华润元大润鑫C,华润元大基金,兴业银行,债券型,20180921,,,,,,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20180921,20180921,O
11217,005943.OF,工银瑞信聚福A,工银瑞信基金,交通银行,混合型,20180921,,,20180827,,0.1777,0.5,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20181025,20181025,O
11218,006308.OF,汇添富全球消费人民币A,汇添富基金,中国工商银行,混合型,20180921,,,20180905,,2.8557,1.8,0.35,,1.0,0.001,,中证主要消费行业指数收益率*40%+恒生消费品制造及服务业指数收益率*24%+中债综合财富指数收益率*20%+明晟全球可选消费指数收益率*8%+明晟全球主要消费指数收益率*8%,L,混合型,契约型开放式,,20181119,20181119,O
11219,006310.OF,汇添富全球消费美元现汇,汇添富基金,中国工商银行,混合型,20180921,,,20180905,,0.0326,1.8,0.35,,0.1463,0.02,,中证主要消费行业指数收益率*40%+恒生消费品制造及服务业指数收益率*24%+中债综合财富指数收益率*20%+明晟全球可选消费指数收益率*8%+明晟全球主要消费指数收益率*8%,L,混合型,契约型开放式,,20181119,20181119,O
11220,005944.OF,工银瑞信聚福C,工银瑞信基金,交通银行,混合型,20180921,,,20180827,,3.0571,0.5,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20181025,20181025,O
11221,161231.OF,国投瑞银和盛丰利C,国投瑞银基金,中国建设银行,债券型,20180921,20190315,,20180921,,,0.6,0.1,,1.0,,,中债综合指数收益率*90%+沪深300指数收益率*10%,D,债券型,契约型开放式,,20180925,20180925,O
11222,161230.OF,国投瑞银和盛丰利A,国投瑞银基金,中国建设银行,债券型,20180921,20190315,,20180921,,,0.6,0.1,,1.0,,,中债综合指数收益率*90%+沪深300指数收益率*10%,D,债券型,契约型开放式,,20180925,20180925,O
11223,005786.OF,中邮纯债汇利三个月,中邮基金,浙商银行,债券型,20180921,,,20180906,,10.1,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20181221,20181221,O
11224,006136.OF,广发估值优势A,广发基金,中国工商银行,混合型,20180921,,,20180820,,4.1394,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生综合指数收益率*15%,L,混合型,契约型开放式,,20181022,20181022,O
11225,005792.OF,华夏鼎福三个月C,华夏基金,浙商银行,债券型,20180921,,,20180626,,,0.3,0.1,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20181221,20181221,O
11226,006309.OF,汇添富全球消费人民币C,汇添富基金,中国工商银行,混合型,20180921,,,20180905,,0.6218,1.8,0.35,,1.0,0.001,,中证主要消费行业指数收益率*40%+恒生消费品制造及服务业指数收益率*24%+中债综合财富指数收益率*20%+明晟全球可选消费指数收益率*8%+明晟全球主要消费指数收益率*8%,L,混合型,契约型开放式,,20181119,20181119,O
11227,005791.OF,华夏鼎福三个月A,华夏基金,浙商银行,债券型,20180921,,,20180626,,8.101,0.3,0.1,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20181221,20181221,O
11228,006205.OF,汇添富沪港深优势精选,汇添富基金,中国工商银行,混合型,20180921,,,20180903,,2.1776,1.5,0.25,,1.0,0.001,,恒生指数收益率(使用估值汇率折算)*65%+中债综合财富指数收益率*20%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20190923,20190923,O
11229,159960.SZ,H股ETF港股通,平安基金,中国银行,股票型,20180921,,20181022,20180907,,5.1057,0.5,0.1,,1.0,0.1,,恒生中国企业指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20181022,20181022,E
11230,006412.OF,平安合锦定开,平安基金,杭州银行,债券型,20180921,,,20180918,,25.1,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20181221,20181221,O
11231,005935.OF,前海联合润丰C,新疆前海联合基金,招商证券,混合型,20180920,,,20180619,,0.9401,1.5,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20181024,20181024,O
11232,005835.OF,招商稳祯定期开放,招商基金,中国工商银行,混合型,20180920,20201109,,20180718,,2.1455,0.6,0.15,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,D,混合型,契约型开放式,,20190923,20190923,O
11233,004809.OF,前海联合润丰A,新疆前海联合基金,招商证券,混合型,20180920,,,20180619,,1.0752,1.5,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20181024,20181024,O
11234,005719.OF,招商招诚半年定开,招商基金,浙商银行,债券型,20180920,,,20180803,,2.1,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20190321,20190321,O
11235,006150.OF,招商添利两年定期开放,招商基金,中国建设银行,债券型,20180920,,,20180704,,2.1671,0.6,0.2,,1.0,0.0001,,中证全债指数收益率,L,债券型,契约型开放式,,20200922,20200922,O
11236,006138.OF,国联安价值优选,国联安基金,中国建设银行,股票型,20180920,,,20180820,,2.9027,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20181022,20181022,O
11237,006025.OF,诺安优化配置,诺安基金,中国银行,混合型,20180920,,,20180727,,2.5415,1.5,0.25,,1.0,0.01,,沪深300指数收益率*80%+中债综合全价指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20181019,20181019,O
11238,006099.OF,泰达宏利泽利3个月,泰达宏利基金,浙商银行,债券型,20180920,,,20180622,,10.1,0.3,0.1,,1.0,,,中债总指数(全价)收益率,L,债券型,契约型开放式,,20181221,20181221,O
11239,006382.OF,华夏中证500ETF联接C,华夏基金,中国建设银行,股票型,20180919,,,,,,0.5,0.1,,1.0,,,中证500指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180919,20180919,O
11240,006241.OF,中融医疗健康精选C,中融基金,中国银行,混合型,20180919,,,20180820,,2.4776,1.5,0.25,,1.0,0.0001,,中证医药卫生指数收益率*55%+恒生医疗保健指数收益率*25%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20181018,20181018,O
11241,006224.OF,中银中债3-5年期农发行,中银基金,浦发银行,债券型,20180919,,,20180903,,44.2015,0.25,0.05,,1.0,0.01,,中债3-5年期农发行债券指数收益率,L,被动指数型,契约型开放式,,20181018,20181018,O
11242,006240.OF,中融医疗健康精选A,中融基金,中国银行,混合型,20180919,,,20180820,,0.2608,1.5,0.25,,1.0,0.0001,,中证医药卫生指数收益率*55%+恒生医疗保健指数收益率*25%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20181018,20181018,O
11243,006216.OF,前海开源价值成长A,前海开源基金,中国农业银行,混合型,20180919,,,20180820,,0.7585,1.5,0.25,,1.0,0.001,,MSCI中国A股指数收益率*80%+银行活期存款利率(税后)*20%,L,灵活配置型,契约型开放式,,20181018,20181018,O
11244,006390.OF,金鹰添祥中短债C,金鹰基金,中国光大银行,债券型,20180919,,,20180910,,7.0015,0.3,0.1,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20181019,20181019,O
11245,005897.OF,平安合颖定开纯债,平安基金,浙商银行,债券型,20180919,,,20180820,,10.1,0.3,0.1,,1.0,,,中债综合指数(总财富)收益率,L,债券型,契约型开放式,,20181219,20181219,O
11246,006389.OF,金鹰添祥中短债A,金鹰基金,中国光大银行,债券型,20180919,,,20180910,,3.3528,0.3,0.1,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20181019,20181019,O
11247,006217.OF,前海开源价值成长C,前海开源基金,中国农业银行,混合型,20180919,,,20180820,,2.3656,1.5,0.25,,1.0,0.001,,MSCI中国A股指数收益率*80%+银行活期存款利率(税后)*20%,L,灵活配置型,契约型开放式,,20181018,20181018,O
11248,006381.OF,华夏恒生ETF联接C,华夏基金,中国银行,股票型,20180919,,,,,,0.6,0.15,,1.0,,,(人民币/港币汇率*恒生指数)收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180919,20180919,O
11249,006395.OF,华夏沪港通上证50AHC,华夏基金,中国建设银行,股票型,20180919,,,,,,0.5,0.1,,1.0,,,上证50AH优选指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180919,20180919,O
11250,006324.OF,合煦智远嘉选C,合煦智远基金,宁波银行,混合型,20180918,,,20180827,,3.5256,1.5,0.1,,1.0,0.001,,中证800指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,,20181022,20181022,O
11251,006323.OF,合煦智远嘉选A,合煦智远基金,宁波银行,混合型,20180918,,,20180827,,0.5922,1.5,0.1,,1.0,0.001,,中证800指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,,20181022,20181022,O
11252,006149.OF,南方赢元,南方基金,中国光大银行,债券型,20180917,,,20180910,,2.5008,0.3,0.1,,1.0,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,,20181010,20181010,O
11253,006157.OF,财通量化核心优选,财通基金,中国工商银行,混合型,20180917,,,20180808,,4.0037,1.5,0.25,,1.0,0.01,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20181109,20181109,O
11254,006230.OF,鹏华研究驱动,鹏华基金,中国银行,混合型,20180914,,,20180816,,3.6422,1.5,0.25,,1.0,0.001,,沪深300指数收益率*40%+恒生指数收益率(经汇率调整后)*40%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20181015,20181015,O
11255,006265.OF,红土创新新科技,红土创新基金,中国工商银行,股票型,20180914,,,20180815,,0.363,1.5,0.25,,1.0,0.001,,中证TMT产业主题指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,20181015,20181015,O
11256,006183.OF,南方泽元,南方基金,浦发银行,债券型,20180914,,,20180910,,2.0006,0.3,0.1,,1.0,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,,20181010,20181010,O
11257,006070.OF,银河沃丰,银河基金,交通银行,债券型,20180914,,,20180911,,2.02,0.3,0.1,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20180918,20180921,O
11258,006433.OF,平安鑫利C,平安基金,平安银行,混合型,20180914,,,,,,0.6,0.1,,1.0,,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20180917,20180917,O
11259,006134.OF,富国金融债,富国基金,中国光大银行,债券型,20180914,,,20180911,,2.3001,0.3,0.1,,1.0,0.001,,中债金融债总财富指数收益率*100%,L,债券型,契约型开放式,,20180926,20180926,O
11260,006206.OF,融通增悦,融通基金,江苏银行,债券型,20180914,,,20180907,,2.0001,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数,L,债券型,契约型开放式,,20180926,20180926,O
11261,006304.OF,中加颐鑫纯债A,中加基金,江苏银行,债券型,20180914,,,20180828,,2.0001,0.3,0.1,,1.0,0.001,,中债总财富(1-3年)指数收益率,L,债券型,契约型开放式,,20181015,20181015,O
11262,006288.OF,永赢盛益C,永赢基金,浙商银行,债券型,20180914,,,20180824,,0.0,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20181017,20181017,O
11263,006287.OF,永赢盛益A,永赢基金,浙商银行,债券型,20180914,,,20180824,,2.0,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20181017,20181017,O
11264,005528.OF,中信建投山西国有企业债C,中信建投基金,中国银行,债券型,20180913,20211210,,20180611,,0.0158,0.7,0.1,,1.0,0.01,,中债综合财富(总值)指数收益率,D,债券型,契约型开放式,,20190916,20190916,O
11265,004823.OF,上投摩根安裕回报A,上投摩根基金,交通银行,混合型,20180913,,,20180806,,1.0683,0.7,0.15,,1.0,0.001,,中证综合债券指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20181018,20181018,O
11266,006403.OF,银河睿嘉C,银河基金,交通银行,债券型,20180913,,,,,,0.3,0.1,,1.0,,,中债综合全价指数收益率,L,债券型,契约型开放式,,20180913,,O
11267,005527.OF,中信建投山西国有企业债A,中信建投基金,中国银行,债券型,20180913,20211210,,20180611,,1.9959,0.7,0.1,,1.0,0.01,,中债综合财富(总值)指数收益率,D,债券型,契约型开放式,,20190916,20190916,O
11268,070039.OF,嘉实中证500ETF联接C,嘉实基金,中国建设银行,股票型,20180913,,,,,,0.15,0.05,,1.0,,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180913,20180913,O
11269,004824.OF,上投摩根安裕回报C,上投摩根基金,交通银行,混合型,20180913,,,20180806,,1.375,0.7,0.15,,1.0,0.001,,中证综合债券指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20181018,20181018,O
11270,006180.OF,中加颐合纯债,中加基金,浦发银行,债券型,20180913,,,20180827,,2.0001,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20181024,20181024,O
11271,006093.OF,永赢荣益C,永赢基金,上海银行,债券型,20180913,,,20180612,,0.0,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20181008,20181008,O
11272,006092.OF,永赢荣益A,永赢基金,上海银行,债券型,20180913,,,20180612,,2.0,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20181008,20181008,O
11273,006289.OF,华夏养老2040三年,华夏基金,中国建设银行,混合型,20180913,,,20180828,,2.1152,0.9,0.2,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,混合型,契约型开放式,,20181105,,O
11274,004982.OF,新华安享多裕定开,新华基金,中国农业银行,混合型,20180913,,,20180626,,2.0164,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20190916,20190916,O
11275,006407.OF,银河君欣纯债C,银河基金,交通银行,债券型,20180913,20200922,,,,,0.3,0.1,,1.0,,,中债综合全价指数收益率,D,债券型,契约型开放式,,20180913,20180913,O
11276,006231.OF,国融融君A,国融基金,国泰君安,混合型,20180912,,,20180820,,2.5861,1.2,0.2,,1.0,0.0001,,上证国债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20181212,20181212,O
11277,006393.OF,招商添德3个月定开A,招商基金,兴业银行,债券型,20180912,,,20180910,,8.1,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20181213,20181213,O
11278,006394.OF,招商添德3个月定开C,招商基金,兴业银行,债券型,20180912,,,20180910,,,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20181213,20181213,O
11279,006201.OF,景顺长城量化先锋,景顺长城基金,中国银行,混合型,20180912,,,20180813,,3.7346,1.5,0.25,,1.0,0.0001,,中证800指数收益率*85%+一年期人民币定期存款利率(税后)*15%,L,混合型,契约型开放式,,20180920,20180920,O
11280,006232.OF,国融融君C,国融基金,国泰君安,混合型,20180912,,,20180820,,0.23,1.2,0.2,,1.0,500.0,,上证国债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20181212,20181212,O
11281,006247.OF,华夏中小企业100ETF联接C,华夏基金,中国建设银行,股票型,20180910,20210910,,20180831,,0.0026,0.5,0.1,,1.0,0.001,,中小企业100指数收益率*95%+人民币活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20180918,20180918,O
11282,006246.OF,华夏中小企业100ETF联接A,华夏基金,中国建设银行,股票型,20180910,20210910,,20180831,,0.1051,0.5,0.1,,1.0,0.001,,中小企业100指数收益率*95%+人民币活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20180918,20180918,O
11283,006397.OF,长信内需成长E,长信基金,中国农业银行,混合型,20180907,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*60%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*20%,L,混合型,契约型开放式,,20180907,20180907,O
11284,006396.OF,长信双利优选E,长信基金,中国农业银行,混合型,20180907,,,,,,1.5,0.25,,1.0,,,中证800指数收益率*60%+中证综合债券指数收益率*20%+恒生指数收益率(使用估值汇率折算)*20%,L,灵活配置型,契约型开放式,,20180907,20180907,O
11285,F180003.OF,银华道琼斯88精选H,银华基金,中国建设银行,股票型,20180907,20210719,,,,,1.2,0.25,,1.0,,,道琼斯中国88指数,D,增强指数型,契约型开放式,,,,O
11286,006058.OF,民生加银新兴成长,民生加银基金,中国建设银行,混合型,20180907,,,20180809,,5.0502,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*30%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,20181108,20181108,O
11287,006203.OF,前海联合泳祺纯债A,新疆前海联合基金,浦发银行,债券型,20180906,,,20180830,,0.0,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20180925,20180925,O
11288,006204.OF,前海联合泳祺纯债C,新疆前海联合基金,浦发银行,债券型,20180906,,,20180830,,2.015,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20180925,20180925,O
11289,005996.OF,国投瑞银顺昌纯债,国投瑞银基金,渤海银行,债券型,20180906,,,20180903,,3.9205,0.3,0.1,,1.0,0.001,,中债综合指数收益率,L,债券型,契约型开放式,,20180925,20180925,O
11290,005892.OF,先锋汇盈A,先锋基金,交通银行,债券型,20180906,,,20180723,,1.0004,0.7,0.1,,1.0,0.001,,中债总指数(全价)收益率,L,债券型,契约型开放式,,20181011,20181011,O
11291,006337.OF,华安安浦A,华安基金,浦发银行,债券型,20180906,,,20180829,,0.9,0.3,0.1,,1.0,0.0001,,中债综合全价指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20180925,20180925,O
11292,005913.OF,广发全球收益C人民币,广发基金,中国银行,债券型,20180906,20200708,,20180806,,2.9377,0.8,0.25,,1.0,0.001,,摩根大通全球债券指数(J.P. Morgan Global Aggregate BondIndex)收益率*95%+人民币活期存款收益率(税后)*5%,D,债券型,契约型开放式,,20181008,20181008,O
11293,005912.OF,广发全球收益A人民币,广发基金,中国银行,债券型,20180906,20200708,,20180806,,2.4227,0.8,0.25,,1.0,0.001,,摩根大通全球债券指数(J.P. Morgan Global Aggregate BondIndex)收益率*95%+人民币活期存款收益率(税后)*5%,D,债券型,契约型开放式,,20181008,20181008,O
11294,005893.OF,先锋汇盈C,先锋基金,交通银行,债券型,20180906,,,20180723,,2.3489,0.7,0.1,,1.0,0.001,,中债总指数(全价)收益率,L,债券型,契约型开放式,,20181011,20181011,O
11295,006338.OF,华安安浦C,华安基金,浦发银行,债券型,20180906,,,20180829,,2.45,0.3,0.1,,1.0,0.0001,,中债综合全价指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20180925,20180925,O
11296,005656.OF,光大安泽A,光大保德信基金,中国光大银行,债券型,20180906,,,20180703,,0.6972,0.6,0.15,,1.0,0.0001,,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20181009,20181009,O
11297,501062.SH,南方瑞合LOF,南方基金,中国建设银行,混合型,20180906,,20181205,20180806,,14.3326,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*40%+上证国债指数收益率*40%+中证港股通综合指数(人民币)收益率*20%,L,混合型,契约型开放式,,20210906,20210906,E
11298,005657.OF,光大安泽C,光大保德信基金,中国光大银行,债券型,20180906,,,20180703,,5.6858,0.6,0.15,,1.0,0.0001,,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20181009,20181009,O
11299,006264.OF,平安惠轩,平安基金,江苏银行,债券型,20180906,,,20180813,,2.1796,0.3,0.1,,1.0,0.001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20180917,20180917,O
11300,005865.OF,浦银安盛量化多策略A,浦银安盛基金,中国民生银行,混合型,20180905,,,20180709,,0.149,0.6,0.15,,1.0,0.001,,中证500指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20181016,20181016,O
11301,005861.OF,中金新丰C,中金基金,中国银行,混合型,20180905,20190611,,20180606,,1.9075,1.2,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*50%,D,灵活配置型,契约型开放式,,20181008,20181008,O
11302,006214.OF,平安中证500ETF联接A,平安基金,平安银行,股票型,20180905,,,20180803,,0.2305,0.5,0.1,,1.0,0.01,,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180918,20180918,O
11303,005860.OF,中金新丰A,中金基金,中国银行,混合型,20180905,20190611,,20180606,,0.3097,1.2,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*50%,D,灵活配置型,契约型开放式,,20181008,20181008,O
11304,005827.OF,易方达蓝筹精选,易方达基金,中国银行,混合型,20180905,,,20180806,,26.1423,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*45%+中证港股通综合指数收益率*35%+中债总指数收益率*20%,L,混合型,契约型开放式,,20181010,20181010,O
